abv,ibu,beer,style,brewery_id,ounces,style2,brewery,city,state,label,brewery_cleaned,brewery_latitude,brewery_longitude,cat_id,cat_name
0.05,,Pub Beer,american pale lager,408,12.0,,10 Barrel Brewing Company,Bend,OR,Pub Beer (10 Barrel Brewing Company),10barrelbrewingcompany,44.0581728,-121.3153096,8,North American Lager
0.066,,Devil's Cup,american pale ale (apa),177,12.0,American Pale Ale (APA),18th Street Brewery,Gary,IN,Devil's Cup (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,3,North American Ale
0.071,,Rise of the Phoenix,american ipa,177,12.0,American IPA,18th Street Brewery,Gary,IN,Rise of the Phoenix (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,8,North American Lager
0.09,,Sinister,american double / imperial ipa,177,12.0,American Double / Imperial IPA,18th Street Brewery,Gary,IN,Sinister (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,3,North American Ale
0.075,,Sex and Candy,american ipa,177,12.0,American IPA,18th Street Brewery,Gary,IN,Sex and Candy (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,8,North American Lager
0.077,,Black Exodus,oatmeal stout,177,12.0,,18th Street Brewery,Gary,IN,Black Exodus (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,1,British Ale
0.045,,Lake Street Express,american pale ale (apa),177,12.0,American Pale Ale (APA),18th Street Brewery,Gary,IN,Lake Street Express (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,3,North American Ale
0.065,,Foreman,american porter,177,12.0,,18th Street Brewery,Gary,IN,Foreman (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,2,Irish Ale
0.055,,Jade,american pale ale (apa),177,12.0,American Pale Ale (APA),18th Street Brewery,Gary,IN,Jade (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,3,North American Ale
0.086,,Cone Crusher,american double / imperial ipa,177,12.0,American Double / Imperial IPA,18th Street Brewery,Gary,IN,Cone Crusher (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,3,North American Ale
0.072,,Sophomoric Saison,saison / farmhouse ale,177,12.0,,18th Street Brewery,Gary,IN,Sophomoric Saison (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,5,Belgian and French Ale
0.073,,Regional Ring Of Fire,saison / farmhouse ale,177,12.0,,18th Street Brewery,Gary,IN,Regional Ring Of Fire (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,5,Belgian and French Ale
0.069,,Garce SelÃ©,saison / farmhouse ale,177,12.0,,18th Street Brewery,Gary,IN,Garce SelÃ© (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,5,Belgian and French Ale
0.085,,Troll Destroyer,belgian ipa,177,12.0,,18th Street Brewery,Gary,IN,Troll Destroyer (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,5,Belgian and French Ale
0.061,60.0,Bitter Bitch,american pale ale (apa),177,12.0,American Pale Ale (APA),18th Street Brewery,Gary,IN,Bitter Bitch (18th Street Brewery),18thstreetbrewery,41.6020962,-87.3370646,3,North American Ale
0.06,,Ginja Ninja,cider,154,12.0,,2 Towns Ciderhouse,Corvallis,OR,Ginja Ninja (2 Towns Ciderhouse),2townsciderhouse,44.5645659,-123.2620435,1,British Ale
0.06,,Cherried Away,cider,154,12.0,,2 Towns Ciderhouse,Corvallis,OR,Cherried Away (2 Towns Ciderhouse),2townsciderhouse,44.5645659,-123.2620435,1,British Ale
0.06,,Rhubarbarian,cider,154,12.0,,2 Towns Ciderhouse,Corvallis,OR,Rhubarbarian (2 Towns Ciderhouse),2townsciderhouse,44.5645659,-123.2620435,1,British Ale
0.06,,BrightCider,cider,154,12.0,,2 Towns Ciderhouse,Corvallis,OR,BrightCider (2 Towns Ciderhouse),2townsciderhouse,44.5645659,-123.2620435,1,British Ale
0.0819999999999999,,He Said Baltic-Style Porter,baltic porter,368,12.0,,21st Amendment Brewery,San Francisco,CA,He Said Baltic-Style Porter (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,9,Other Lager
0.0819999999999999,,He Said Belgian-Style Tripel,tripel,368,12.0,,21st Amendment Brewery,San Francisco,CA,He Said Belgian-Style Tripel (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,5,Belgian and French Ale
0.099,92.0,Lower De Boom,american barleywine,368,8.4,,21st Amendment Brewery,San Francisco,CA,Lower De Boom (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,8,North American Lager
0.079,45.0,Fireside Chat,winter warmer,368,12.0,,21st Amendment Brewery,San Francisco,CA,Fireside Chat (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,11,Other Style
0.079,,Marooned On Hog Island,american stout,368,12.0,,21st Amendment Brewery,San Francisco,CA,Marooned On Hog Island (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,3,North American Ale
0.044,42.0,Bitter American,american pale ale (apa),368,12.0,American Pale Ale (APA),21st Amendment Brewery,San Francisco,CA,Bitter American (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,3,North American Ale
0.049,17.0,Hell or High Watermelon Wheat (2009),fruit / vegetable beer,368,12.0,,21st Amendment Brewery,San Francisco,CA,Hell or High Watermelon Wheat (2009) (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,11,Other Style
0.049,17.0,Hell or High Watermelon Wheat (2009),fruit / vegetable beer,368,12.0,,21st Amendment Brewery,San Francisco,CA,Hell or High Watermelon Wheat (2009) (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,11,Other Style
0.049,17.0,21st Amendment Watermelon Wheat Beer (2006),fruit / vegetable beer,368,12.0,,21st Amendment Brewery,San Francisco,CA,21st Amendment Watermelon Wheat Beer (2006) (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,11,Other Style
0.07,70.0,21st Amendment IPA (2006),american ipa,368,12.0,American IPA,21st Amendment Brewery,San Francisco,CA,21st Amendment IPA (2006) (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,8,North American Lager
0.07,70.0,Brew Free! or Die IPA (2008),american ipa,368,12.0,American IPA,21st Amendment Brewery,San Francisco,CA,Brew Free! or Die IPA (2008) (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,8,North American Lager
0.07,70.0,Brew Free! or Die IPA (2009),american ipa,368,12.0,American IPA,21st Amendment Brewery,San Francisco,CA,Brew Free! or Die IPA (2009) (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,8,North American Lager
0.085,52.0,Special Edition: Allies Win The War!,english strong ale,368,12.0,,21st Amendment Brewery,San Francisco,CA,Special Edition: Allies Win The War! (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,1,British Ale
0.0969999999999999,94.0,Hop Crisis,american double / imperial ipa,368,12.0,American Double / Imperial IPA,21st Amendment Brewery,San Francisco,CA,Hop Crisis (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,3,North American Ale
0.044,42.0,Bitter American (2011),american pale ale (apa),368,12.0,American Pale Ale (APA),21st Amendment Brewery,San Francisco,CA,Bitter American (2011) (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,3,North American Ale
0.079,45.0,Fireside Chat (2010),winter warmer,368,12.0,,21st Amendment Brewery,San Francisco,CA,Fireside Chat (2010) (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,11,Other Style
0.068,65.0,Back in Black,american black ale,368,12.0,,21st Amendment Brewery,San Francisco,CA,Back in Black (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,3,North American Ale
0.083,35.0,Monk's Blood,belgian dark ale,368,12.0,,21st Amendment Brewery,San Francisco,CA,Monk's Blood (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,5,Belgian and French Ale
0.07,65.0,Brew Free! or Die IPA,american ipa,368,12.0,American IPA,21st Amendment Brewery,San Francisco,CA,Brew Free! or Die IPA (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,8,North American Lager
0.049,17.0,Hell or High Watermelon Wheat,fruit / vegetable beer,368,12.0,,21st Amendment Brewery,San Francisco,CA,Hell or High Watermelon Wheat (21st Amendment Brewery),21stamendmentbrewery,37.7792588,-122.4193286,11,Other Style
0.07,82.0,Bimini Twist,american ipa,67,12.0,American IPA,3 Daughters Brewing,St Petersburg,FL,Bimini Twist (3 Daughters Brewing),3daughtersbrewing,27.7700475,-82.6359078,8,North American Lager
0.05,,Beach Blonde,american blonde ale,67,12.0,American Blonde Ale,3 Daughters Brewing,St Petersburg,FL,Beach Blonde (3 Daughters Brewing),3daughtersbrewing,27.7700475,-82.6359078,5,Belgian and French Ale
0.059,,Rod Bender Red,american amber / red ale,67,12.0,American Amber / Red Ale,3 Daughters Brewing,St Petersburg,FL,Rod Bender Red (3 Daughters Brewing),3daughtersbrewing,27.7700475,-82.6359078,3,North American Ale
0.035,11.0,Passion Fruit Prussia,berliner weissbier,60,12.0,,4 Hands Brewing Company,Saint Louis,MO,Passion Fruit Prussia (4 Hands Brewing Company),4handsbrewingcompany,38.6280278,-90.1910154,4,German Ale
0.045,18.0,Send Help,american blonde ale,60,12.0,American Blonde Ale,4 Hands Brewing Company,Saint Louis,MO,Send Help (4 Hands Brewing Company),4handsbrewingcompany,38.6280278,-90.1910154,5,Belgian and French Ale
0.055,,Cast Iron Oatmeal Brown,american brown ale,60,12.0,,4 Hands Brewing Company,Saint Louis,MO,Cast Iron Oatmeal Brown (4 Hands Brewing Company),4handsbrewingcompany,38.6280278,-90.1910154,3,North American Ale
0.06,,Reprise Centennial Red,american amber / red ale,60,12.0,American Amber / Red Ale,4 Hands Brewing Company,Saint Louis,MO,Reprise Centennial Red (4 Hands Brewing Company),4handsbrewingcompany,38.6280278,-90.1910154,3,North American Ale
0.055,,Alter Ego,american black ale,60,12.0,,4 Hands Brewing Company,Saint Louis,MO,Alter Ego (4 Hands Brewing Company),4handsbrewingcompany,38.6280278,-90.1910154,3,North American Ale
0.065,,Divided Sky,american ipa,60,12.0,American IPA,4 Hands Brewing Company,Saint Louis,MO,Divided Sky (4 Hands Brewing Company),4handsbrewingcompany,38.6280278,-90.1910154,8,North American Lager
0.065,,Resurrected,american ipa,60,12.0,American IPA,4 Hands Brewing Company,Saint Louis,MO,Resurrected (4 Hands Brewing Company),4handsbrewingcompany,38.6280278,-90.1910154,8,North American Lager
0.05,28.0,Contact High,american pale wheat ale,60,12.0,American Pale Wheat Ale,4 Hands Brewing Company,Saint Louis,MO,Contact High (4 Hands Brewing Company),4handsbrewingcompany,38.6280278,-90.1910154,3,North American Ale
0.065,,Galaxyfest,american ipa,27,16.0,American IPA,450 North Brewing Company,Columbus,IN,Galaxyfest (450 North Brewing Company),450northbrewingcompany,39.2014405,-85.9213796,8,North American Lager
0.05,45.0,Citrafest,american ipa,27,16.0,American IPA,450 North Brewing Company,Columbus,IN,Citrafest (450 North Brewing Company),450northbrewingcompany,39.2014405,-85.9213796,8,North American Lager
0.09,,Barn Yeti,belgian strong dark ale,27,16.0,,450 North Brewing Company,Columbus,IN,Barn Yeti (450 North Brewing Company),450northbrewingcompany,39.2014405,-85.9213796,5,Belgian and French Ale
0.069,65.0,Scarecrow,american ipa,27,16.0,American IPA,450 North Brewing Company,Columbus,IN,Scarecrow (450 North Brewing Company),450northbrewingcompany,39.2014405,-85.9213796,8,North American Lager
0.09,50.0,Ironman,english strong ale,27,16.0,,450 North Brewing Company,Columbus,IN,Ironman (450 North Brewing Company),450northbrewingcompany,39.2014405,-85.9213796,1,British Ale
0.046,15.0,Honey Kolsch,kã¶lsch,27,16.0,,450 North Brewing Company,Columbus,IN,Honey Kolsch (450 North Brewing Company),450northbrewingcompany,39.2014405,-85.9213796,1,British Ale
0.052,18.0,Copperhead Amber,belgian dark ale,27,16.0,,450 North Brewing Company,Columbus,IN,Copperhead Amber (450 North Brewing Company),450northbrewingcompany,39.2014405,-85.9213796,5,Belgian and French Ale
0.059,75.0,Rude Parrot IPA,american ipa,481,16.0,American IPA,7 Seas Brewing Company,Gig Harbor,WA,Rude Parrot IPA (7 Seas Brewing Company),7seasbrewingcompany,47.3259697,-122.5878659,8,North American Lager
0.054,30.0,British Pale Ale (2010),english pale ale,481,16.0,,7 Seas Brewing Company,Gig Harbor,WA,British Pale Ale (2010) (7 Seas Brewing Company),7seasbrewingcompany,47.3259697,-122.5878659,1,British Ale
0.054,30.0,British Pale Ale,english pale ale,481,16.0,,7 Seas Brewing Company,Gig Harbor,WA,British Pale Ale (7 Seas Brewing Company),7seasbrewingcompany,47.3259697,-122.5878659,1,British Ale
0.084,82.0,Ballz Deep Double IPA,american double / imperial ipa,481,16.0,American Double / Imperial IPA,7 Seas Brewing Company,Gig Harbor,WA,Ballz Deep Double IPA (7 Seas Brewing Company),7seasbrewingcompany,47.3259697,-122.5878659,3,North American Ale
0.038,,Wolfman's Berliner,berliner weissbier,373,12.0,,7venth Sun,Dunedin,FL,Wolfman's Berliner (7venth Sun),7venthsun,28.0116627,-82.7893788,4,German Ale
0.055,26.0,Colorado Native,american amber / red lager,462,12.0,,AC Golden Brewing Company,Golden,CO,Colorado Native (AC Golden Brewing Company),acgoldenbrewingcompany,39.7546349,-105.22058,3,North American Ale
0.055,26.0,Colorado Native (2011),american amber / red lager,462,12.0,,AC Golden Brewing Company,Golden,CO,Colorado Native (2011) (AC Golden Brewing Company),acgoldenbrewingcompany,39.7546349,-105.22058,3,North American Ale
0.065,52.0,Jockamo IPA,american ipa,533,12.0,American IPA,Abita Brewing Company,Abita Springs,LA,Jockamo IPA (Abita Brewing Company),abitabrewingcompany,30.5049,-89.944,8,North American Lager
0.042,13.0,Purple Haze,fruit / vegetable beer,533,12.0,,Abita Brewing Company,Abita Springs,LA,Purple Haze (Abita Brewing Company),abitabrewingcompany,30.5049,-89.944,11,Other Style
0.045,17.0,Abita Amber,american amber / red lager,533,12.0,,Abita Brewing Company,Abita Springs,LA,Abita Amber (Abita Brewing Company),abitabrewingcompany,30.5049,-89.944,3,North American Ale
0.0819999999999999,68.0,Citra Ass Down,american ipa,62,16.0,American IPA,Against The Grain Brewery,Louisville,KY,Citra Ass Down (Against The Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,8,North American Lager
0.05,20.0,The Brown Note,american brown ale,62,16.0,,Against The Grain Brewery,Louisville,KY,The Brown Note (Against The Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,3,North American Ale
0.08,68.0,Citra Ass Down,american double / imperial ipa,1,16.0,American Double / Imperial IPA,Against the Grain Brewery,Louisville,KY,Citra Ass Down (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,3,North American Ale
0.125,80.0,London Balling,english barleywine,1,16.0,,Against the Grain Brewery,Louisville,KY,London Balling (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,1,British Ale
0.077,25.0,35 K,milk / sweet stout,1,16.0,,Against the Grain Brewery,Louisville,KY,35 K (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,1,British Ale
0.042,42.0,A Beer,american pale ale (apa),1,16.0,American Pale Ale (APA),Against the Grain Brewery,Louisville,KY,A Beer (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,3,North American Ale
0.05,25.0,Rules are Rules,german pilsener,1,16.0,,Against the Grain Brewery,Louisville,KY,Rules are Rules (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,7,German Lager
0.066,21.0,Flesh Gourd'n,pumpkin ale,1,16.0,,Against the Grain Brewery,Louisville,KY,Flesh Gourd'n (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,11,Other Style
0.04,13.0,Sho'nuff,belgian pale ale,1,16.0,,Against the Grain Brewery,Louisville,KY,Sho'nuff (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,5,Belgian and French Ale
0.055,17.0,Bloody Show,american pilsner,1,16.0,,Against the Grain Brewery,Louisville,KY,Bloody Show (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,8,North American Lager
0.076,68.0,Rico Sauvin,american double / imperial ipa,1,16.0,American Double / Imperial IPA,Against the Grain Brewery,Louisville,KY,Rico Sauvin (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,3,North American Ale
0.051,38.0,Coq de la Marche,saison / farmhouse ale,1,16.0,,Against the Grain Brewery,Louisville,KY,Coq de la Marche (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,5,Belgian and French Ale
0.065,,Kamen Knuddeln,american wild ale,1,16.0,,Against the Grain Brewery,Louisville,KY,Kamen Knuddeln (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,3,North American Ale
0.06,65.0,Pile of Face,american ipa,1,16.0,American IPA,Against the Grain Brewery,Louisville,KY,Pile of Face (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,8,North American Lager
0.05,20.0,The Brown Note,english brown ale,1,16.0,,Against the Grain Brewery,Louisville,KY,The Brown Note (Against the Grain Brewery),againstthegrainbrewery,38.2542376,-85.759407,1,British Ale
0.053,35.0,Maylani's Coconut Stout,american stout,367,16.0,,Airways Brewing Company,Kent,WA,Maylani's Coconut Stout (Airways Brewing Company),airwaysbrewingcompany,47.3826903,-122.2270272,3,North American Ale
0.05,35.0,Oatmeal PSA,american pale ale (apa),367,16.0,American Pale Ale (APA),Airways Brewing Company,Kent,WA,Oatmeal PSA (Airways Brewing Company),airwaysbrewingcompany,47.3826903,-122.2270272,3,North American Ale
0.052,33.0,Pre Flight Pilsner,american pilsner,367,16.0,,Airways Brewing Company,Kent,WA,Pre Flight Pilsner (Airways Brewing Company),airwaysbrewingcompany,47.3826903,-122.2270272,8,North American Lager
0.04,20.0,P-Town Pilsner,american pilsner,117,12.0,,Alameda Brewing,Portland,OR,P-Town Pilsner (Alameda Brewing),alamedabrewing,45.5202471,-122.674194,8,North American Lager
0.053,36.0,Klickitat Pale Ale,american pale ale (apa),117,12.0,American Pale Ale (APA),Alameda Brewing,Portland,OR,Klickitat Pale Ale (Alameda Brewing),alamedabrewing,45.5202471,-122.674194,3,North American Ale
0.0819999999999999,103.0,Yellow Wolf Imperial IPA,american double / imperial ipa,117,12.0,American Double / Imperial IPA,Alameda Brewing,Portland,OR,Yellow Wolf Imperial IPA (Alameda Brewing),alamedabrewing,45.5202471,-122.674194,3,North American Ale
0.053,40.0,Freeride APA,american pale ale (apa),270,12.0,American Pale Ale (APA),Alaskan Brewing Company,Juneau,AK,Freeride APA (Alaskan Brewing Company),alaskanbrewingcompany,58.3019496,-134.419734,3,North American Ale
0.053,18.0,Alaskan Amber,altbier,270,12.0,,Alaskan Brewing Company,Juneau,AK,Alaskan Amber (Alaskan Brewing Company),alaskanbrewingcompany,58.3019496,-134.419734,4,German Ale
0.057,,Hopalicious,american pale ale (apa),73,12.0,American Pale Ale (APA),Ale Asylum,Madison,WI,Hopalicious (Ale Asylum),aleasylum,43.1257,-89.3253,3,North American Ale
0.043,,Kentucky KÃ¶lsch,kã¶lsch,388,16.0,,Alltech's Lexington Brewing Company,Lexington,KY,Kentucky KÃ¶lsch (Alltech's Lexington Brewing Company),alltechslexingtonbrewingcompany,38.0501,-84.5088,1,British Ale
0.065,,Kentucky IPA,american ipa,388,16.0,American IPA,Alltech's Lexington Brewing Company,Lexington,KY,Kentucky IPA (Alltech's Lexington Brewing Company),alltechslexingtonbrewingcompany,38.0501,-84.5088,8,North American Lager
0.054,,Dusty Trail Pale Ale,american pale ale (apa),401,16.0,American Pale Ale (APA),Amnesia Brewing Company,Washougal,WA,Dusty Trail Pale Ale (Amnesia Brewing Company),amnesiabrewingcompany,45.5878927,-122.3520764,3,North American Ale
0.062,,Damnesia,american ipa,401,16.0,American IPA,Amnesia Brewing Company,Washougal,WA,Damnesia (Amnesia Brewing Company),amnesiabrewingcompany,45.5878927,-122.3520764,8,North American Lager
0.062,43.0,Desolation IPA,american ipa,401,16.0,American IPA,Amnesia Brewing Company,Washougal,WA,Desolation IPA (Amnesia Brewing Company),amnesiabrewingcompany,45.5878927,-122.3520764,8,North American Lager
0.059,,Liberty Ale,american ipa,35,12.0,American IPA,Anchor Brewing Company,San Francisco,CA,Liberty Ale (Anchor Brewing Company),anchorbrewingcompany,37.7792588,-122.4193286,8,North American Lager
0.065,,IPA,american ipa,35,12.0,American IPA,Anchor Brewing Company,San Francisco,CA,IPA (Anchor Brewing Company),anchorbrewingcompany,37.7792588,-122.4193286,8,North American Lager
0.045,,Summer Wheat,american pale wheat ale,35,12.0,American Pale Wheat Ale,Anchor Brewing Company,San Francisco,CA,Summer Wheat (Anchor Brewing Company),anchorbrewingcompany,37.7792588,-122.4193286,3,North American Ale
0.049,,California Lager,american amber / red lager,35,12.0,,Anchor Brewing Company,San Francisco,CA,California Lager (Anchor Brewing Company),anchorbrewingcompany,37.7792588,-122.4193286,3,North American Ale
0.0559999999999999,,Brotherhood Steam,california common / steam beer,35,12.0,,Anchor Brewing Company,San Francisco,CA,Brotherhood Steam (Anchor Brewing Company),anchorbrewingcompany,37.7792588,-122.4193286,11,Other Style
0.042,,Blood Orange Gose,gose,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,Blood Orange Gose (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,4,German Ale
0.042,,Keebarlin' Pale Ale,american pale ale (apa),171,12.0,American Pale Ale (APA),Anderson Valley Brewing Company,Boonville,CA,Keebarlin' Pale Ale (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,3,North American Ale
0.048,,"the Kimmie, the Yink and the Holy Gose",gose,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,"the Kimmie, the Yink and the Holy Gose (Anderson Valley Brewing Company)",andersonvalleybrewingcompany,39.0091667,-123.3661111,4,German Ale
0.06,,Fall Hornin',pumpkin ale,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,Fall Hornin' (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,11,Other Style
0.057,13.0,Barney Flats Oatmeal Stout,oatmeal stout,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,Barney Flats Oatmeal Stout (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,1,British Ale
0.0559999999999999,4.0,Summer Solstice,cream ale,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,Summer Solstice (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,11,Other Style
0.07,80.0,Hop Ottin' IPA,american ipa,171,12.0,American IPA,Anderson Valley Brewing Company,Boonville,CA,Hop Ottin' IPA (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,8,North American Lager
0.0579999999999999,15.0,Boont Amber Ale,american amber / red ale,171,12.0,American Amber / Red Ale,Anderson Valley Brewing Company,Boonville,CA,Boont Amber Ale (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,3,North American Ale
0.057,13.0,Barney Flats Oatmeal Stout,oatmeal stout,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,Barney Flats Oatmeal Stout (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,1,British Ale
0.055,25.0,El Steinber Dark Lager,vienna lager,171,16.0,,Anderson Valley Brewing Company,Boonville,CA,El Steinber Dark Lager (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,7,German Lager
0.0579999999999999,15.0,Boont Amber Ale (2010),american amber / red ale,171,12.0,American Amber / Red Ale,Anderson Valley Brewing Company,Boonville,CA,Boont Amber Ale (2010) (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,3,North American Ale
0.0559999999999999,4.0,Summer Solstice Cerveza Crema (2009),cream ale,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,Summer Solstice Cerveza Crema (2009) (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,11,Other Style
0.057,13.0,Barney Flats Oatmeal Stout (2012),oatmeal stout,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,Barney Flats Oatmeal Stout (2012) (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,1,British Ale
0.069,6.0,Winter Solstice,winter warmer,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,Winter Solstice (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,11,Other Style
0.07,80.0,Hop Ottin' IPA (2011),american ipa,171,12.0,American IPA,Anderson Valley Brewing Company,Boonville,CA,Hop Ottin' IPA (2011) (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,8,North American Lager
0.0579999999999999,15.0,Boont Amber Ale (2011),american amber / red ale,171,12.0,American Amber / Red Ale,Anderson Valley Brewing Company,Boonville,CA,Boont Amber Ale (2011) (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,3,North American Ale
0.0559999999999999,4.0,Summer Solstice (2011),cream ale,171,12.0,,Anderson Valley Brewing Company,Boonville,CA,Summer Solstice (2011) (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,11,Other Style
0.055,28.0,Poleeko Gold Pale Ale (2009),american pale ale (apa),171,12.0,American Pale Ale (APA),Anderson Valley Brewing Company,Boonville,CA,Poleeko Gold Pale Ale (2009) (Anderson Valley Brewing Company),andersonvalleybrewingcompany,39.0091667,-123.3661111,3,North American Ale
0.06,,Charlie's Rye IPA,american ipa,146,16.0,American IPA,Angry Minnow,Hayward,WI,Charlie's Rye IPA (Angry Minnow),angryminnow,46.0129676,-91.4848728,8,North American Lager
0.054,,River Pig Pale Ale,american pale ale (apa),542,16.0,American Pale Ale (APA),Angry Minnow Brewing Company,Hayward,WI,River Pig Pale Ale (Angry Minnow Brewing Company),angryminnowbrewingcompany,46.0129676,-91.4848728,3,North American Ale
0.047,,Oaky's Oatmeal Stout,oatmeal stout,542,16.0,,Angry Minnow Brewing Company,Hayward,WI,Oaky's Oatmeal Stout (Angry Minnow Brewing Company),angryminnowbrewingcompany,46.0129676,-91.4848728,1,British Ale
0.05,,Angry Orchard Apple Ginger,cider,434,16.0,,Angry Orchard Cider Company,Cincinnati,OH,Angry Orchard Apple Ginger (Angry Orchard Cider Company),angryorchardcidercompany,39.1014537,-84.5124602,1,British Ale
0.05,,Angry Orchard Crisp Apple,cider,434,16.0,,Angry Orchard Cider Company,Cincinnati,OH,Angry Orchard Crisp Apple (Angry Orchard Cider Company),angryorchardcidercompany,39.1014537,-84.5124602,1,British Ale
0.05,,Angry Orchard Crisp Apple,cider,434,12.0,,Angry Orchard Cider Company,Cincinnati,OH,Angry Orchard Crisp Apple (Angry Orchard Cider Company),angryorchardcidercompany,39.1014537,-84.5124602,1,British Ale
0.068,,Golden One,belgian pale ale,193,12.0,,Anthem Brewing Company,Oklahoma City,OK,Golden One (Anthem Brewing Company),anthembrewingcompany,35.4729886,-97.5170536,5,Belgian and French Ale
0.06,,Arjuna,witbier,193,12.0,,Anthem Brewing Company,Oklahoma City,OK,Arjuna (Anthem Brewing Company),anthembrewingcompany,35.4729886,-97.5170536,1,British Ale
0.085,,Uroboros,american stout,193,12.0,,Anthem Brewing Company,Oklahoma City,OK,Uroboros (Anthem Brewing Company),anthembrewingcompany,35.4729886,-97.5170536,3,North American Ale
0.071,75.0,Long Leaf,american ipa,69,16.0,American IPA,Appalachian Mountain Brewery,Boone,NC,Long Leaf (Appalachian Mountain Brewery),appalachianmountainbrewery,36.2187873,-81.684004,8,North American Lager
